paymentType,Year,Month,month_year,avg_passenger_count,median_passenger_count,avg_fareAmount,median_fareAmount,avg_improvementSurcharge,median_improvementSurcharge,avg_extra,median_extra,avg_mtaTax,median_mtaTax,avg_tollsAmount,median_tollsAmount,avg_tipAmount,median_tipAmount,avg_totalAmount,median_totalAmount
CRD,2009,1,1/2009,1.65816229667933,1,11.454249645930654,8.9,0.2952191235059763,0.3,0.189913594710107,0,0.4962686567164179,0.5,0.22092174903572226,0,2.158186914448176,1.92,14.02977266187383,10.69
CSH,2009,1,1/2009,1.7135672056311473,1,8.96202954615678,7.1,0.29720149253731215,0.3,0.1767882556810389,0,0.49076267171956417,0.5,0.08630692283035721,0,0.0007775540904687334,0,9.22757578175731,7.3
DIS,2009,1,1/2009,1.2743879706723003,1,11.599537715918999,7.4,-0.3,-0.3,0.00018640487138063875,0,0.25,0.5,0.17605815831987046,0,0.016628557226295516,0,11.893022244314672,7.4
NOC,2009,1,1/2009,1.2134895898267049,1,10.208470016207398,6.5,-0.3,-0.3,0.00007480364044383494,0,0.35714285714285715,0.5,0.12869467647425595,0,0.007603540705647676,0,10.405557661139433,6.6
CRD,2009,2,2/2009,1.6455503526338036,1,11.535709424126676,8.9,null,null,0.188811602373622,0,null,null,0.22741737080616134,0,2.149019923203615,1.89,14.107208788196335,10.8
CSH,2009,2,2/2009,1.6983248677398122,1,9.060377264193317,7.3,null,null,0.1789825851207975,0,null,null,0.08912740639786884,0,0.000882070320131244,0,9.331125581664997,7.4
DIS,2009,2,2/2009,1.208433596883236,1,12.360977426377918,8.1,null,null,0,0,null,null,0.20757763263435303,0,0.014709522172567893,0,12.701620258966443,8.1
NOC,2009,2,2/2009,1.239495598382108,1,10.329285272424423,6.7,null,null,0,0,null,null,0.1315979062574355,0,0.009976445396145612,0,10.530414703782963,6.9
CRD,2009,3,3/2009,1.6401270761976883,1,11.832182489978681,8.9,null,null,0.19380503536269664,0,null,null,0.25336470356795654,0,2.1865139349822216,1.9,14.472881236502337,10.9
CSH,2009,3,3/2009,1.6952313159394772,1,9.260848945475626,7.3,null,null,0.18714134956015024,0,null,null,0.10284300775644625,0,0.0008250131913486845,0,9.553394833411033,7.5
DIS,2009,3,3/2009,1.246923337473185,1,12.547770125324599,8.1,null,null,0,0,null,null,0.20743818448684637,0,0.021736479620639043,0,12.828354973467318,8.1
NOC,2009,3,3/2009,1.260880829015544,1,10.559613126079404,6.9,null,null,0,0,null,null,0.1502720207253891,0,0.008537780656303971,0,10.787669257340172,6.9
CRD,2009,4,4/2009,1.6340897079062224,1,11.719697598183252,8.9,null,null,0.1916359564000234,0,0,0,0.24553153582281276,0,2.169752814671834,1.88,14.332833710139802,10.9
CSH,2009,4,4/2009,1.7081896707808613,1,9.264285715084007,7.3,null,null,0.18339590140417436,0,0,0,0.10299649583156502,0,0.0008193468356169848,0,9.553150242849593,7.5
DIS,2009,4,4/2009,1.2952784503631962,1,12.438455205811144,8.1,null,null,0,0,null,null,0.21647094430992705,0,0.014719128329297823,0,12.785104116222767,8.1
NOC,2009,4,4/2009,1.25982414828577,1,10.404013912592527,6.7,null,null,0.000021603404696580182,0,0,0,0.14904404934217722,0,0.012797208840113202,0,10.632716412106426,6.9
CRD,2009,5,5/2009,1.648663324135312,1,11.856988559708109,8.9,null,null,0.1860628428215705,0,null,null,0.26290321876869316,0,2.199856524333312,1.92,14.51228414748434,10.9
CSH,2009,5,5/2009,1.7143602432085308,1,9.321424670153647,7.3,null,null,0.17806914701511858,0,null,null,0.10938748777103371,0,0.0008603712092038647,0,9.611256405471575,7.5
DIS,2009,5,5/2009,1.3170646881520982,1,12.33356364479481,7.7,null,null,0,0,null,null,0.22189195455599342,0,0.015506607929515418,0,12.642664038952004,8.1
NOC,2009,5,5/2009,1.270201694405023,1,10.404071087601583,6.5,null,null,0,0,null,null,0.16404657463553152,0,0.012144884531028253,0,10.628719735087916,6.65
CRD,2009,6,6/2009,1.6361803059741316,1,11.755775515690523,8.9,null,null,0.1924057798389641,0,null,null,0.26052404616611724,0,2.1928929053020507,1.9,14.407453991176292,10.84
CSH,2009,6,6/2009,1.7014397270126753,1,9.29961933912966,7.3,null,null,0.1849436822311245,0,null,null,0.11055581402263981,0,0.0009149953721103094,0,9.597614747099907,7.4
DIS,2009,6,6/2009,1.29805902685456,1,12.20736639191706,7.7,null,null,0,0,null,null,0.22155942568465817,0,0.020745812283967033,0,12.577535229992046,7.7
NOC,2009,6,6/2009,1.2452045296972498,1,10.191430783452684,6.5,null,null,0,0,null,null,0.16004229258146585,0,0.009439103304830136,0,10.41852391957468,6.5
CRD,2009,7,7/2009,1.6401161876524006,1,11.626641439809452,8.9,null,null,0.19722245682679854,0,null,null,0.26612683203182075,0,2.1688044300349762,1.85,14.26535240971752,10.7
